GOROOT=C:\Go #gosetup
GOPATH=C:\Users\tgmeow\go #gosetup
C:\Go\bin\go.exe build -o C:\Users\tgmeow\AppData\Local\Temp\___go_build_main_go.exe "C:/Users/tgmeow/Documents/MYSTUFF/Google Drive/2019 School/GoProjects/threadProject/mandel-go-function-tester/main.go" #gosetup
C:\Users\tgmeow\AppData\Local\Temp\___go_build_main_go.exe #gosetup
100 2019/12/12 18:29:57 computeMandelCloud took 84.6785ms
1 2019/12/12 18:29:58 computeMandelCloud took 52.1288ms
1 2019/12/12 18:29:59 computeMandelCloud took 53.415ms
1 2019/12/12 18:30:00 computeMandelCloud took 51.3099ms
1 2019/12/12 18:30:01 computeMandelCloud took 54.3593ms
1 2019/12/12 18:30:02 computeMandelCloud took 50.7902ms
1 2019/12/12 18:30:03 computeMandelCloud took 52.19ms
1 2019/12/12 18:30:05 computeMandelCloud took 52.2534ms
1 2019/12/12 18:30:06 computeMandelCloud took 52.3609ms
1 2019/12/12 18:30:07 computeMandelCloud took 52.1476ms
1 2019/12/12 18:30:08 computeMandelCloud took 51.655ms
1 2019/12/12 18:30:09 computeMandelCloud took 52.7052ms
1 2019/12/12 18:30:10 computeMandelCloud took 51.9544ms
1 2019/12/12 18:30:11 computeMandelCloud took 52.3409ms
1 2019/12/12 18:30:12 computeMandelCloud took 52.3462ms
1 2019/12/12 18:30:13 computeMandelCloud took 53.0677ms
1 2019/12/12 18:30:14 computeMandelCloud took 51.6685ms
1 2019/12/12 18:30:15 computeMandelCloud took 52.0938ms
1 2019/12/12 18:30:16 computeMandelCloud took 51.7507ms
1 2019/12/12 18:30:17 computeMandelCloud took 52.0447ms
1 2019/12/12 18:30:18 computeMandelCloud took 52.7078ms
100 2019/12/12 18:30:19 computeMandelCloud took 56.133ms
100 2019/12/12 18:30:20 computeMandelCloud took 54.99ms
100 2019/12/12 18:30:21 computeMandelCloud took 54.7976ms
100 2019/12/12 18:30:22 computeMandelCloud took 52.6623ms
100 2019/12/12 18:30:23 computeMandelCloud took 53.1213ms
100 2019/12/12 18:30:25 computeMandelCloud took 54.1496ms
100 2019/12/12 18:30:26 computeMandelCloud took 55.6687ms
100 2019/12/12 18:30:27 computeMandelCloud took 58.905ms
100 2019/12/12 18:30:28 computeMandelCloud took 54.6104ms
100 2019/12/12 18:30:29 computeMandelCloud took 55.168ms
100 2019/12/12 18:30:30 computeMandelCloud took 68.559ms
100 2019/12/12 18:30:31 computeMandelCloud took 54.3269ms
100 2019/12/12 18:30:32 computeMandelCloud took 61.5216ms
100 2019/12/12 18:30:33 computeMandelCloud took 55.6845ms
100 2019/12/12 18:30:34 computeMandelCloud took 68.9885ms
100 2019/12/12 18:30:35 computeMandelCloud took 199.9809ms
100 2019/12/12 18:30:36 computeMandelCloud took 62.2556ms
100 2019/12/12 18:30:37 computeMandelCloud took 57.6207ms
100 2019/12/12 18:30:38 computeMandelCloud took 61.7003ms
100 2019/12/12 18:30:40 computeMandelCloud took 56.0102ms
10000 2019/12/12 18:30:41 computeMandelCloud took 168.9187ms
10000 2019/12/12 18:30:42 computeMandelCloud took 142.5653ms
10000 2019/12/12 18:30:43 computeMandelCloud took 128.7782ms
10000 2019/12/12 18:30:44 computeMandelCloud took 122.538ms
10000 2019/12/12 18:30:45 computeMandelCloud took 133.2388ms
10000 2019/12/12 18:30:46 computeMandelCloud took 132.3292ms
